Capture-Date,Name,Record,Height,Weight(lbs),Reach,Stance,DOB,Sig. Strikes Landed,Sig. Strikes Accuracy,Sig. Strikes Absorbed,Sig. Strike Defence,Take Down Averge,Take Down Accuracy,Take Down Defense,Submission Averge,
2020-06-25 23:38:18.685708,Michael Mangan,0-3-0,,155,,,,1.94,33%,4.52,46%,19.35,50%,100%,0.0,
2020-06-25 23:38:18.920662,Melvin Manhoef,30-14-1 (2 NC),5-9,185,,Orthodox,May 11 1976,3.52,48%,2.64,51%,0.33,25%,78%,0.0,
2020-06-25 23:38:19.270050,Melchor Manibusan,2-4-0,5-5,154,,Southpaw,Dec 27 1976,1.58,54%,5.79,15%,0.00,0%,0%,0.0,
2020-06-25 23:38:19.535199,Jon Manley,9-4-0,6-1,170,,Orthodox,Jul 07 1986,1.13,20%,4.33,45%,1.00,7%,20%,0.0,
2020-06-25 23:38:19.766574,Steve Mann,12-5-0,6-1,170,,,,3.18,70%,0.66,57%,1.64,100%,60%,0.0,
2020-06-25 23:38:20.018470,Chris Manuel,9-7-2,5-9,135,,Orthodox,Jul 21 1987,2.53,40%,2.67,66%,1.00,20%,100%,0.0,
2020-06-25 23:38:20.287111,Jimi Manuwa,17-6-0,6-1,205,79,Orthodox,Feb 18 1980,3.43,54%,3.97,49%,0.53,18%,70%,0.4,
2020-06-25 23:38:20.600921,Cristiano Marcello,13-6-0,5-9,155,72,Orthodox,Dec 03 1977,2.56,33%,3.61,58%,0.44,11%,20%,0.9,
2020-06-25 23:38:20.896014,Jose Maria,37-7-0 (2 NC),5-5,125,,Orthodox,Jan 04 1982,3.20,53%,3.98,52%,2.32,27%,33%,2.3,
2020-06-25 23:38:21.129957,Marcos Mariano,6-6-0,6-1,155,76,Switch,Oct 12 1986,0.25,27%,2.11,43%,0.00,0%,28%,0.0,
2020-06-25 23:38:21.391897,Enrique Marin,10-4-0,5-10,170,,,Sep 02 1986,1.43,33%,3.00,50%,2.50,38%,60%,1.0,
2020-06-25 23:38:21.668595,Ronny Markes,17-5-0,6-1,185,75,Orthodox,Apr 21 1988,2.17,53%,2.43,45%,3.13,40%,100%,0.5,
2020-06-25 23:38:21.946349,Rory Markham,17-6-0,6-0,170,71,Orthodox,Mar 25 1982,1.98,21%,10.27,45%,0.00,0%,0%,0.0,
2020-06-25 23:38:22.191379,Randa Markos,10-9-1,5-4,115,63,Orthodox,Aug 10 1985,2.96,41%,3.31,60%,1.35,28%,58%,0.2,
2020-06-25 23:38:22.515325,Christina Marks,8-9-0,5-7,125,69,Orthodox,Nov 08 1985,5.00,58%,3.00,64%,7.50,100%,0%,0.0,
2020-06-25 23:38:22.768898,Nate Marquardt,35-19-2,6-0,185,74,Orthodox,Apr 20 1979,2.71,49%,2.32,55%,1.87,51%,70%,0.8,
2020-06-25 23:38:23.255665,Julian Marquez,7-2-0,6-2,185,75,Orthodox,May 08 1990,3.80,40%,3.33,53%,0.00,0%,52%,3.0,
2020-06-25 23:38:23.510805,Carmelo Marrero,16-6-0 (1 NC),6-0,205,73,Orthodox,Jan 26 1981,0.84,34%,2.04,54%,3.21,36%,36%,0.9,
2020-06-25 23:38:23.816891,Cesar Marscucci,3-2-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:24.072473,John Marsh,8-7-0,6-0,265,,Orthodox,Sep 15 1970,0.83,42%,2.23,40%,0.43,100%,54%,0.4,
2020-06-25 23:38:24.311247,CJ Marsh,5-7-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:24.543922,Eliot Marshall,10-4-0,6-2,205,77,Orthodox,Jul 07 1980,1.93,27%,2.39,67%,0.47,33%,79%,0.9,
2020-06-25 23:38:24.870723,Doug Marshall,18-8-0,5-10,205,,Orthodox,Sep 09 1975,6.99,46%,4.02,60%,0.00,0%,66%,2.4,
2020-06-25 23:38:25.132681,David Marshall,8-4-0,6-2,170,,,Aug 24 1984,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:25.389535,Jack Marshman,23-9-0,6-0,185,73,Orthodox,Dec 19 1989,2.64,28%,3.54,57%,0.00,0%,20%,0.0,
2020-06-25 23:38:25.684920,Terry Martin,23-11-0,5-8,185,71,Orthodox,Oct 10 1980,2.82,43%,3.13,54%,3.10,42%,92%,0.0,
2020-06-25 23:38:25.996642,Eric Martin,0-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:26.268330,Justin Martin,4-3-0,6-0,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:26.528384,Dave Martin,0-2-0,6-0,205,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:26.769118,Joe Martin,6-8-0,5-9,170,,,,0.73,40%,2.40,45%,0.00,0%,16%,0.0,
2020-06-25 23:38:27.000422,Anthony Rocco Martin,17-6-0,6-0,170,73,Orthodox,Dec 11 1989,2.68,37%,2.59,58%,0.71,27%,68%,1.0,
2020-06-25 23:38:27.366650,Mallory Martin,6-3-0,5-4,115,63,Orthodox,Jan 29 1994,4.56,59%,5.60,60%,3.53,62%,25%,0.0,
2020-06-25 23:38:27.603938,Michal Martinek,7-1-0,6-2,230,,Southpaw,Apr 19 1990,2.45,53%,4.29,51%,0.00,0%,0%,0.0,
2020-06-25 23:38:27.825335,Rainy Martinez,0-2-0,6-0,199,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:28.039110,Danny Martinez,21-8-0,5-6,125,67,Orthodox,Jun 14 1985,2.73,28%,3.77,63%,3.00,45%,36%,0.0,
2020-06-25 23:38:28.314020,Alonzo Martinez,42-20-1,5-10,155,,,Apr 22 1984,3.07,27%,7.33,52%,0.00,0%,0%,0.0,
2020-06-25 23:38:28.557934,Henry Martinez,9-4-0,5-7,155,69,Southpaw,Aug 07 1983,2.79,25%,4.01,60%,0.00,0%,80%,0.0,
2020-06-25 23:38:28.852843,Jonathan Martinez,11-3-0,5-8,135,70,Southpaw,Apr 20 1994,3.67,47%,3.45,59%,0.51,28%,33%,0.0,
2020-06-25 23:38:29.129760,Poppies Martinez,29-11-0,5-9,145,,,Aug 19 1983,2.88,50%,2.16,51%,1.54,33%,50%,9.2,
2020-06-25 23:38:29.403178,Andrew Martinez,9-6-0,5-9,215,,,,3.40,31%,2.30,47%,1.50,50%,0%,0.0,
2020-06-25 23:38:29.657131,Wagner da Conceicao Martins,9-8-0 (1 NC),6-7,390,,Orthodox,May 19 1978,1.91,37%,5.43,42%,2.20,100%,100%,0.0,
2020-06-25 23:38:29.933437,Adriano Martins,28-9-0,5-10,155,72,Southpaw,Dec 16 1982,1.80,38%,2.14,65%,0.83,80%,81%,0.4,
2020-06-25 23:38:30.229854,Lucas Martins,19-3-0,6-0,145,72,Southpaw,Nov 11 1988,2.87,35%,4.14,60%,0.00,0%,76%,0.5,
2020-06-25 23:38:30.557247,Max Martyniouk,1-1-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:30.864439,Bristol Marunde,16-10-0,6-1,170,75,Orthodox,Apr 20 1982,1.42,21%,4.40,47%,1.60,33%,14%,0.0,
2020-06-25 23:38:31.147033,Shoji Maruyama,12-9-1,5-7,139,,Orthodox,Apr 24 1983,1.40,63%,0.27,55%,0.00,0%,54%,0.0,
2020-06-25 23:38:31.377246,Mike Massenzio,13-9-0,6-2,185,73,Southpaw,Nov 01 1982,2.08,45%,3.59,54%,2.74,24%,50%,1.4,
2020-06-25 23:38:31.671362,Jameel Massouh,26-9-0,5-10,145,72,Orthodox,Sep 12 1984,1.91,54%,2.62,55%,0.67,15%,50%,0.7,
2020-06-25 23:38:31.961538,Tiffany Masters,2-1-0,5-3,115,65,Orthodox,Jul 31 1994,3.53,62%,2.58,50%,3.06,60%,0%,0.0,
2020-06-25 23:38:32.193435,Jorge Masvidal,35-13-0,5-11,170,74,Orthodox,Nov 12 1984,4.33,47%,2.94,66%,1.70,59%,78%,0.4,
2020-06-25 23:38:32.378901,Tateki Matsuda,13-8-0,5-7,125,,Orthodox,Feb 27 1986,3.20,34%,3.43,69%,0.00,0%,16%,0.0,
2020-06-25 23:38:32.661417,Daijiro Matsui,13-29-7,5-9,200,,Orthodox,Dec 05 1972,0.84,45%,1.69,55%,1.83,30%,43%,0.4,
2020-06-25 23:38:33.010477,Koichiro Matsumoto,15-3-1,5-7,145,,,Mar 07 1986,1.90,26%,3.50,31%,0.00,0%,0%,0.0,
2020-06-25 23:38:33.249513,Naoki Matsushita,12-16-11,5-6,155,,Orthodox,,3.30,32%,2.20,63%,1.50,100%,0%,0.0,
2020-06-25 23:38:33.488300,AJ Matthews,8-7-0,5-11,185,,,,5.11,52%,4.96,51%,0.00,0%,100%,0.0,
2020-06-25 23:38:33.731564,Jake Matthews,16-4-0,5-11,170,73,Orthodox,Aug 19 1994,2.98,46%,2.16,62%,2.20,41%,68%,0.7,
2020-06-25 23:38:34.062036,Claudio Mattos,5-4-0,,185,,Orthodox,,0.00,0%,3.53,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:34.343884,John Matua,1-4-0,6-2,400,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:34.583390,Francesco Maturi,0-1-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:34.853163,Vladimir Matyushenko,27-8-0,6-0,205,74,Orthodox,Jan 04 1971,1.90,44%,1.62,59%,3.25,46%,70%,0.1,
2020-06-25 23:38:35.167617,Miranda Maverick,7-2-0,5-3,125,65,Southpaw,Jul 01 1997,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:35.447712,Elaina Maxwell,7-4-0,5-8,145,,Orthodox,Dec 16 1978,2.07,60%,2.40,53%,0.00,0%,50%,1.0,
2020-06-25 23:38:35.701721,Jeremy May,13-10-0 (1 NC),6-1,185,,,Oct 23 1986,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:35.941739,Jack May,9-3-0,6-8,255,,Switch,Apr 14 1981,1.52,38%,3.29,33%,0.91,33%,20%,0.0,
2020-06-25 23:38:36.182783,Don'Tale Mayes,7-4-0,6-6,260,81,Orthodox,Jan 16 1992,4.19,45%,4.64,41%,0.00,0%,60%,0.0,
2020-06-25 23:38:36.453791,Gray Maynard,13-7-1 (1 NC),5-9,155,70,Orthodox,May 09 1979,1.92,32%,2.64,66%,2.91,47%,81%,0.7,
2020-06-25 23:38:36.836108,Brooke Mayo,0-1-0,5-7,125,,,,1.92,34%,3.20,63%,3.20,60%,0%,2.1,
2020-06-25 23:38:37.059157,Gina Mazany,6-4-0,5-6,135,68,Southpaw,Aug 19 1988,2.75,49%,3.14,49%,3.14,70%,20%,0.0,
2020-06-25 23:38:37.333295,Sabina Mazo,8-1-0,5-7,125,70,Orthodox,Mar 25 1997,6.44,45%,3.27,66%,1.33,100%,88%,0.0,
2020-06-25 23:38:37.577503,Scott McAfee,14-7-0,5-8,155,,Orthodox,Aug 23 1983,0.00,0%,1.33,50%,0.00,0%,0%,0.0,
2020-06-25 23:38:37.821617,Bobby McAndrews,1-3-0,,,,Orthodox,,2.56,83%,1.03,50%,0.00,0%,33%,7.7,
2020-06-25 23:38:38.084953,Michael McBride,8-3-0,6-1,155,,Orthodox,Mar 09 1986,4.08,48%,5.85,40%,1.85,42%,30%,1.2,
2020-06-25 23:38:38.327651,Ian McCall,13-5-1,5-5,125,64,Orthodox,May 07 1984,3.59,39%,3.25,67%,2.08,30%,88%,0.0,
2020-06-25 23:38:38.620677,Molly McCann,10-2-0,5-4,125,62,Orthodox,May 04 1990,6.49,49%,4.95,68%,2.59,33%,40%,0.9,
2020-06-25 23:38:38.878741,Charles McCarthy,10-5-0,5-10,185,71,Orthodox,Aug 06 1980,0.18,12%,4.03,56%,2.67,60%,0%,2.7,
2020-06-25 23:38:39.113320,Sean McCorkle,17-7-0,6-7,265,81,Orthodox,Jul 17 1976,0.85,44%,2.48,52%,2.12,40%,33%,4.2,
2020-06-25 23:38:39.401527,Kris McCray,8-5-0,6-0,170,76,Orthodox,Sep 24 1981,2.69,45%,2.57,54%,2.88,55%,38%,0.0,
2020-06-25 23:38:39.650507,Tamdan McCrory,14-5-0,6-4,185,76,Switch,Nov 05 1986,2.07,49%,1.60,46%,2.28,50%,33%,2.5,
2020-06-25 23:38:39.952772,Rob McCullough,19-8-0,5-9,155,69,Orthodox,May 26 1977,2.47,36%,2.84,59%,0.46,100%,68%,0.0,
2020-06-25 23:38:40.249876,Justin McCully,11-5-2,6-1,225,73,Orthodox,Feb 18 1976,1.58,37%,2.02,46%,1.28,44%,43%,0.0,
2020-06-25 23:38:40.489663,Robert McDaniel,28-10-0,6-3,185,75,Southpaw,May 03 1983,1.64,44%,1.98,56%,0.93,50%,50%,1.4,
2020-06-25 23:38:40.756642,Michael McDonald,1-1-0,5-11,205,,Orthodox,Feb 06 1965,0.00,0%,0.40,50%,0.00,0%,0%,0.0,
2020-06-25 23:38:40.985237,Scott McDonald,1-0-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:41.217090,Michael McDonald,17-4-0,5-9,135,70,Orthodox,Jan 15 1991,2.69,42%,2.76,57%,1.09,66%,52%,1.4,
2020-06-25 23:38:41.519227,Josh McDonald,9-5-0 (1 NC),,185,,,,0.80,57%,3.40,33%,9.00,50%,0%,0.0,
2020-06-25 23:38:41.785096,Miles McDonald,2-1-0,5-7,115,,,Aug 13 1991,5.10,45%,4.00,43%,0.00,0%,100%,1.0,
2020-06-25 23:38:42.008385,Justin McElfresh,6-4-0,6-6,205,,Orthodox,Jan 04 1980,4.59,26%,12.79,41%,0.00,0%,0%,0.0,
2020-06-25 23:38:42.233241,Drew McFedries,12-7-0,6-0,185,72,Southpaw,Jul 27 1978,5.13,51%,4.56,52%,1.42,100%,56%,0.7,
2020-06-25 23:38:42.526354,Liam McGeary,12-2-0,6-6,205,,,Oct 04 1982,1.28,48%,1.92,50%,0.51,100%,0%,2.5,
2020-06-25 23:38:42.749287,Gan McGee,13-5-0,6-10,265,,Orthodox,Nov 20 1976,2.20,29%,2.31,59%,0.65,25%,83%,0.0,
2020-06-25 23:38:43.059310,Court McGee,20-9-0,5-11,170,75,Orthodox,Dec 12 1984,4.86,35%,3.80,61%,1.71,21%,63%,0.4,
2020-06-25 23:38:43.404501,Ryan McGillivray,12-0-1,5-11,170,,,Sep 27 1986,1.27,20%,2.20,52%,0.00,0%,44%,0.0,
2020-06-25 23:38:43.670855,Ryan McGivern,13-7-0,6-0,185,,Orthodox,Jan 17 1980,2.22,29%,2.22,57%,0.00,0%,0%,0.0,
2020-06-25 23:38:43.933779,Jack McGlaughlin,1-4-0,,,,Orthodox,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:44.169968,Conor McGregor,22-4-0,5-9,155,74,Southpaw,Jul 14 1988,5.43,49%,4.40,55%,0.75,62%,70%,0.0,
2020-06-25 23:38:44.307597,Greg McIntyre,6-4-0,5-10,155,,Orthodox,Apr 21 1980,0.79,30%,1.36,41%,5.09,50%,0%,0.0,
2020-06-25 23:38:44.577359,Antonio McKee,29-6-2,5-8,155,,Southpaw,Mar 12 1970,1.37,45%,0.74,74%,1.47,33%,57%,0.0,
2020-06-25 23:38:44.835478,AJ McKee,8-0-0,5-10,145,,,,2.75,32%,0.92,80%,11.01,100%,100%,11.0,
2020-06-25 23:38:45.064039,Tim McKenzie,14-9-0,6-0,185,74,Orthodox,Jul 21 1982,1.37,54%,2.96,44%,0.00,0%,28%,2.1,
2020-06-25 23:38:45.337870,Cody McKenzie,16-10-0,6-0,155,72,Switch,Dec 16 1987,1.74,34%,2.50,67%,2.50,25%,14%,2.5,
2020-06-25 23:38:45.656534,Terrance McKinney,4-2-0,5-11,145,74,Switch,Sep 15 1994,1.17,50%,0.59,66%,4.40,33%,0%,0.0,
2020-06-25 23:38:45.927875,Brian McLaughlin,6-2-0,5-9,155,,,May 12 1984,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:46.235340,Jason McLean,6-7-0,5-5,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:46.519113,Garreth McLellan,13-6-0,6-1,185,72,Southpaw,Sep 01 1982,3.56,54%,2.94,45%,1.15,22%,34%,0.9,
2020-06-25 23:38:46.803656,Sara McMann,12-5-0,5-6,135,66,Orthodox,Sep 24 1980,2.39,46%,1.86,47%,4.51,63%,66%,0.6,
2020-06-25 23:38:47.154742,James McSweeney,15-15-0,6-4,230,77,Switch,Oct 24 1980,3.94,55%,4.33,42%,0.52,33%,100%,1.1,
2020-06-25 23:38:47.432507,Charles McTorry,3-0-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:47.679860,Daniel McWilliams,15-37-0,6-1,185,,,,3.36,77%,0.00,0%,0.00,0%,100%,21.6,
2020-06-25 23:38:47.932555,Tim Means,29-12-1 (1 NC),6-2,170,75,Orthodox,Feb 20 1984,4.87,45%,3.44,62%,0.91,44%,63%,0.2,
2020-06-25 23:38:48.357802,Yancy Medeiros,15-7-0 (1 NC),5-10,155,75,Orthodox,Sep 07 1987,4.05,35%,5.38,46%,0.12,25%,76%,0.5,
2020-06-25 23:38:48.510462,Anistavio Medeiros,19-10-0,5-6,145,,Orthodox,May 01 1988,3.64,44%,5.00,47%,0.00,0%,0%,0.0,
2020-06-25 23:38:48.782943,Kaline Medeiros,8-5-0,5-3,115,,,,2.06,70%,0.29,83%,4.41,100%,0%,4.4,
2020-06-25 23:38:49.033284,Todd Medina,11-9-0 (1 NC),5-10,193,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:49.276166,Jason Medina,21-15-1,5-9,180,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:49.516920,Emil Meek,9-5-1 (1 NC),5-11,170,74,Switch,Aug 20 1988,2.52,39%,2.53,38%,0.25,33%,47%,1.0,
2020-06-25 23:38:49.786602,Sanford Alton Meeks,1-1-0,6-5,265,75,Orthodox,Apr 05 1994,0.71,42%,4.47,38%,7.06,25%,0%,0.0,
2020-06-25 23:38:49.996745,Gerald Meerschaert,30-13-0,6-1,185,77,Southpaw,Dec 18 1987,3.31,42%,3.58,51%,2.34,43%,46%,1.7,
2020-06-25 23:38:50.298962,Frank Megallon,2-3-0,5-10,185,,Southpaw,,1.14,21%,5.32,54%,0.00,0%,0%,0.0,
2020-06-25 23:38:50.554155,Derrick Mehmen,19-9-0,6-4,205,,,May 30 1985,1.93,14%,4.53,48%,1.00,16%,0%,0.0,
2020-06-25 23:38:50.792944,Miika Mehmet,3-5-0,,205,,Orthodox,,0.33,12%,7.29,24%,0.00,0%,0%,0.0,
2020-06-25 23:38:51.022324,Jordan Mein,31-12-0,6-0,170,73,Orthodox,Oct 10 1989,3.35,44%,2.55,69%,1.56,58%,66%,0.2,
2020-06-25 23:38:51.342341,Bryce Mejia,3-1-0,6-1,170,,,,3.49,62%,6.98,50%,0.00,0%,0%,0.0,
2020-06-25 23:38:51.575592,Brian Melancon,7-3-0,5-8,170,,Orthodox,May 28 1982,4.18,49%,3.64,64%,2.02,100%,66%,0.0,
2020-06-25 23:38:51.861038,Brandon Melendez,25-25-0,5-11,155,,Southpaw,Mar 24 1983,0.84,26%,0.56,63%,0.00,0%,25%,0.0,
2020-06-25 23:38:52.132418,Gilbert Melendez,22-8-0,5-9,145,73,Orthodox,Apr 12 1982,3.44,33%,2.53,63%,1.64,41%,71%,0.2,
2020-06-25 23:38:52.580351,Marcelo Mello,1-0-0,5-7,170,,Southpaw,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:52.815661,Fabio Mello,11-8-0,5-5,155,,Southpaw,,0.86,35%,3.94,50%,0.00,0%,0%,0.0,
2020-06-25 23:38:53.052401,Vanessa Melo,10-7-0,5-5,135,65,Orthodox,Mar 27 1988,3.60,28%,6.80,56%,0.00,0%,77%,0.0,
2020-06-25 23:38:53.281840,Antonio Mendes,18-13-0,6-3,205,77,Southpaw,Apr 19 1981,1.34,47%,6.85,22%,2.51,50%,100%,0.0,
2020-06-25 23:38:53.512027,Chad Mendes,18-5-0,5-6,145,66,Orthodox,May 01 1985,2.78,49%,2.35,67%,4.13,55%,100%,0.3,
2020-06-25 23:38:53.883303,Augusto Mendes,6-2-0,5-6,135,65,Orthodox,Mar 03 1983,2.42,34%,3.91,56%,1.75,33%,80%,0.0,
2020-06-25 23:38:54.122003,Eddie Mendez,8-3-1 (1 NC),5-10,185,,,Jan 16 1984,1.71,33%,3.43,11%,0.00,0%,0%,0.0,
2020-06-25 23:38:54.384261,Luis Mendoza,0-1-0,,155,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:54.618965,Pietro Menga,13-0-0,5-7,125,68,Southpaw,Feb 15 1988,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:54.875120,Alonzo Menifield,9-1-0,6-0,205,76,Orthodox,Oct 18 1987,3.75,47%,3.75,40%,0.00,0%,85%,0.0,
2020-06-25 23:38:55.120526,Ivan Menjivar,25-12-0,5-6,145,64,Orthodox,May 30 1982,2.78,37%,2.76,65%,0.56,28%,38%,1.0,
2020-06-25 23:38:55.460430,Dave Menne,45-17-2,5-10,170,,Orthodox,Jul 29 1974,1.84,44%,1.99,42%,0.46,50%,57%,2.5,
2020-06-25 23:38:55.766206,Steve Mensing,9-13-2 (1 NC),5-11,185,,Orthodox,Dec 06 1977,0.00,0%,9.51,42%,0.00,0%,0%,0.0,
2020-06-25 23:38:55.982031,Buck Meredith,3-3-0,6-2,185,,,May 17 1982,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:56.211659,Adam Meredith,5-3-0,6-2,170,,,,2.63,50%,2.11,55%,7.89,100%,100%,7.9,
2020-06-25 23:38:56.463264,Joe Merritt,7-2-0,6-0,170,,Orthodox,Mar 07 1984,1.53,58%,0.73,66%,0.00,0%,68%,0.0,
2020-06-25 23:38:56.743377,Jeremiah Metcalf,13-7-0,6-1,185,,Orthodox,,1.74,59%,0.27,60%,4.02,66%,100%,2.0,
2020-06-25 23:38:56.989482,Jonathan Meunier,8-1-0,6-3,170,,Switch,Aug 04 1987,3.47,50%,1.43,69%,0.58,33%,58%,0.0,
2020-06-25 23:38:57.225714,Yaotzin Meza,21-11-0 (1 NC),5-9,145,71,Orthodox,Feb 04 1981,1.43,41%,1.62,64%,1.06,20%,18%,1.4,
2020-06-25 23:38:57.500458,Guy Mezger,30-14-2,6-1,200,,Orthodox,Jan 01 1968,2.30,32%,1.36,72%,0.39,50%,88%,0.0,
2020-06-25 23:38:57.880662,Brandon Michaels,4-14-0,5-9,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:58.112931,David Michaud,11-3-0,5-9,155,,Orthodox,Nov 10 1988,3.25,43%,4.45,54%,2.53,58%,77%,0.7,
2020-06-25 23:38:58.385133,Chris Mickle,30-21-2 (1 NC),5-9,145,,Orthodox,Jul 10 1983,3.03,27%,9.70,48%,0.00,0%,0%,0.0,
2020-06-25 23:38:58.642532,Zachary Micklewright,15-3-0,6-0,155,74,Southpaw,Aug 21 1976,5.56,53%,4.72,54%,0.70,12%,100%,0.0,
2020-06-25 23:38:58.883602,Kristof Midoux,6-10-0,6-1,220,,Orthodox,Jul 30 1974,0.70,43%,2.89,49%,0.00,0%,0%,0.0,
2020-06-25 23:38:59.140960,Keith Mielke,0-5-0,5-8,185,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:59.381728,Chris Mierzwiak,5-3-0,6-1,185,,,Feb 14 1988,1.60,61%,1.73,48%,2.00,28%,0%,1.0,
2020-06-25 23:38:59.624800,Gabriel Miglioli,9-9-0,5-8,170,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:38:59.903786,Bojan Mihajlovic,10-6-0,5-11,205,73,Orthodox,Mar 30 1980,1.23,35%,5.95,47%,0.00,0%,33%,0.0,
2020-06-25 23:39:00.158262,Billy Miles,2-2-0,5-10,170,,Orthodox,Apr 28 1978,0.00,0%,1.25,33%,0.00,0%,0%,0.0,
2020-06-25 23:39:00.413222,Pat Miletich,29-7-2,5-10,170,,Orthodox,Mar 09 1968,1.79,45%,1.66,63%,1.96,100%,54%,1.0,
2020-06-25 23:39:00.764266,Curtis Millender,17-5-0,6-2,170,76,Orthodox,Dec 01 1987,3.86,46%,2.95,61%,0.43,100%,57%,0.0,
2020-06-25 23:39:00.870255,Phillip Miller,16-0-0,5-11,185,,Orthodox,Feb 20 1979,1.61,54%,1.93,50%,3.62,25%,100%,0.6,
2020-06-25 23:39:01.134494,Jason Miller,23-10-0 (1 NC),6-1,185,,Orthodox,Dec 24 1980,1.83,43%,2.30,49%,1.31,28%,43%,1.3,
2020-06-25 23:39:01.485126,Dan Miller,14-8-0 (1 NC),6-1,185,74,Orthodox,Jun 30 1981,2.03,36%,3.06,49%,1.67,54%,47%,1.8,
2020-06-25 23:39:01.823223,Jim Miller,32-14-0 (1 NC),5-8,155,71,Southpaw,Aug 30 1983,2.81,40%,3.00,59%,1.68,41%,46%,1.9,
2020-06-25 23:39:02.311660,Cole Miller,21-11-0 (1 NC),6-1,145,73,Orthodox,Apr 26 1984,3.00,33%,3.88,59%,0.60,36%,38%,1.8,
2020-06-25 23:39:02.695849,Henry Miller,6-16-0 (1 NC),5-7,270,,Southpaw,Jul 16 1969,1.25,36%,2.16,54%,0.55,25%,60%,0.0,
2020-06-25 23:39:02.976817,Micah Miller,20-8-0 (1 NC),6-0,145,,Orthodox,Feb 14 1987,1.33,33%,2.15,54%,0.98,37%,21%,2.0,
2020-06-25 23:39:03.280499,Aaron Miller,14-10-0 (1 NC),5-9,145,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:39:03.505046,Eddy Millis,0-2-0,6-1,185,,,,0.00,0%,3.36,22%,0.00,0%,0%,7.2,
2020-06-25 23:39:03.751274,Che Mills,16-10-0 (3 NC),6-1,170,76,Orthodox,Sep 29 1982,2.08,52%,2.87,43%,1.18,66%,58%,0.0,
2020-06-25 23:39:04.000488,Adam Milstead,8-4-0,6-3,205,76,Orthodox,Jul 03 1987,3.85,46%,4.79,43%,0.00,0%,64%,0.0,
2020-06-25 23:39:04.282523,Alberto Mina,13-1-0,6-0,170,77,Orthodox,May 02 1982,3.23,38%,3.70,47%,1.85,20%,50%,0.0,
2020-06-25 23:39:04.550024,Vitaly Minakov,20-0-0,6-2,249,,,Feb 06 1985,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:39:04.761410,Darrick Minner,24-11-0,5-7,145,69,Orthodox,Apr 28 1990,2.30,55%,2.19,39%,1.65,33%,33%,3.3,
2020-06-25 23:39:05.010739,Mike Minniger,0-0-0,,,,,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,
2020-06-25 23:39:05.254642,Ikuhisa Minowa,60-42-8,5-9,181,,Orthodox,Jan 12 1976,0.88,40%,1.66,49%,1.82,41%,5%,1.9,
2020-06-25 23:39:05.713617,Stipe Miocic,19-3-0,6-4,240,80,Orthodox,Aug 19 1982,4.95,52%,3.69,56%,2.20,37%,73%,0.0,
2020-06-25 23:39:06.072796,Frank Mir,18-11-0,6-3,264,79,Southpaw,May 24 1979,2.18,47%,3.84,38%,2.02,40%,54%,2.0,
